screen_name,description,label,,,,,,,,,
RoisinDal,An ENTP openly exploring life experiences and embracing life encounters of others. #Nurse #Health&SafetyDriven #OpenDoor #Ability2beMe,,,,,,,,,,
AlistairSandall,An experienced Hospitality Professional. Midlands based and travel extensively. https://t.co/hTyBiLwlfE Personal views,,,,,,,,,,
JoannaGier,I hope to experience joy of wonderful welcoming London 2012 again. Brexit is bad news,,,,,,,,,,
davidamunday,"It's me! Views mostly my own apart from those that aren't. Also lead professional officer (mental health) for @UniteInHealth, health visitor & nurse.",31-59,,,,,,,,,
OOlere,Environmentalist(Jack Baur of Environmental Protectionwith Leading London Borough with years of experience.HumanRights Campaigner Currently SelfEmployed&blogger,,,,,,,,,,
Itsme_sandee,"Dutch expat and professional queue-jumper. Lives in Surrey, works in London.",,,,,,,,,,
Trismegister,On Earth for the experience. Tenor🎷great for resonance in Universe; MSc (Oxon); Being trained by Airedale 🐕 ; I designed bits of IBM CICS; 🕷,,,,,,,,,,
carella_weeks,"Lawyer, International tax leader, expert also on Emerging Markets, Group tax functions set up, tax governance, change management. Opera fan.",,,,,,,,,,
EversonMeverson,"'Enemy of the People', aka expert in economic and EU law",,,,,,,,,,
waltwalsh,"25 years a professional photographer  
 Director of fashion company Balynon 

Please No DM's or Catfish",,,,,,,,,,
IanRSlack2,"Retired. Sometime research scientist, HGV braking expert, physics master and night trunker. Not all at the same time!",below30,,,,,,,,,
AlanGurr,"maths graduate - professional psychotherapist (retired) - amateur drama director, actor - parent - grandparent",over60,,,,,,,,,
C871Matt,"Dad to 2. House & Techno aficionado Senior HR professional specialising in compensation and benefits, currently at an international law firm.",31-59,,,,,,,,,
McGlynnClare,"Professor of Law, Durham University, UK, expert on sexual violence, pornography and #ImageBasedSexualAbuse #NCII (inc 'revenge porn') Clare.McGlynn@durham.ac.uk",31-59,,,,,,,,,
AStrodeGibbons,"25 years experience in finance gets fast results while still remaining customer focused, for a slick end result.Millwall til I die Milllllllllll",,,,,,,,,,
Lackfords1,A South Devon Debt Collection Agency with over 15 years experience in all aspects of debt collection and recovery,,,,,,,,,,
Theresa4Talent,Gallup StrengthsFinder coach. Creates higher performing people & teams. StrengthsFinder expert. Neurolinguist / MD search & recruitment co. #LovePeople #BeKind,,,,,,,,,,
sowtonandtops,"Family run Taxi company based in Exeter, specialising in airport and seaport transfers and contract hire We offer a friendly, efficient, professional service",,,,,,,,,,
GuildfordAction,Through direct support and campaigning we make a real difference to those who are #homeless and #families experiencing crisis.,,,,,,,,,,
steviweavi,"100% FOREIGN! Tolerance & respect of other cultures enriches life's experiences. Remainer, have a problem with that, then jog on! #ExitFrombrexit #Peoplesvote",,,,,,,,,,
robynjj07,"Proud mum of two gorgeous children. Communications professional in the NHS. 
All views are my own.",31-59,,,,,,,,,
blindsfitted4u,With over 30 years experience in the blinds trade. I specialise in the measuring and the fitting of window blinds and ultrasonic cleaning of blinds,,,,,,,,,,
PapaFrew,"Father of a 27 year old, husband, nearly professional skier, maker of bad speeches and worse jokes, spaniel enthusiast and country boy. All views my own.",,,,,,,,,,
markmiodownik,Materials scientist & engineer; Director of the UCL Institute of Making; professional enthusiast; writer and occasional tv/radio presenter.,31-59,,,,,,,,,
DeniseT01,"Senior Lecturer with track record & expertise in death/dying/digital practice. Bk on sudden,unexpected child death: https://t.co/y8rt8UJDvX Tweets personal",,,,,,,,,,
MobilityCooper,Co-creator of @Consentua our new #GDPR consent service. Principle of @KnowNowCities #SmartCities experts. Chief innovator & co-founder @KnowNowInfo,31-59,,,,,,,,,
HLarrett,"Portfolio NED with expertise across investment, sustainability, education & the CJS. Kindness & compassion matter. Love languages. Balletomane and #girlyswot.",31-59,,,,,,,,,
TS_CYP,"University of North Carolina at Chapel Hill, Senior Administrative Officer with 25 years of experience in Public Administration.",,,,,,,,,,
LeavingPlanet,🇬🇧🇪🇺⧖Multilingual liberal IR expert. Messiahs used to go into the desert to test their fantasy. Now they just domestically abuse their voters into line.,,,,,,,,,,
VintiquesMark,", Antiques dealer expert on Bargain Hunt, Flog It! and The Antiques Roadtrip, Put Your Money Where Your Mouth Is. Views, hair and teeth all my own🇪🇺",31-59,,,,,,,,,
JohnFingleton1,"Entrepreneur, expert on competition policy and consumer protection. Interests include LGBTI rights, cycling, disruptive innovation, & more.",31-59,,,,,,,,,
Hoggle42,"QA expert, web geek, Treasurer and former Chair Green Liberal Democrats. Admirer of cats. Lover of Emma.",31-59,,,,,,,,,
DMinchellald,"Stockton Borough Councillor for Bishopsgarth and Elm Tree: @StocktonLibDems. Trauma Informed Care, Mental health professional RT =/= endorsement",31-59,,,,,,,,,
LibdemK,"🌎Green energy geek, bring back experts🤓, daughter of an Indian 🐅 mother, granddaughter of a Gandhian, Ally 🌈 🚕 drivers call me one of the “good immigrants”",,,,,,,,,,
numanmyname,I like experimenting. 🤐,,,,,,,,,,
ken_frost,"FCA member of ICAEW, consultant, company director, expert on doing business in the DPRK (aka North Korea), banker and writer",31-59,,,,,,,,,
pmasterton1985,"Husband. Dad. Ginger. Tennis Geek. Former MP for East Renfrewshire, currently experiencing an 'unanticipated career transition' 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇬🇧",31-59,,,,,,,,,
ParentProfessi1,Parent of 2 and professional teacher for 17 years. My opinion counts.,,,,,,,,,,
DJBuzby1,"Continuing to providing a professional and reliable disco services, with vast music knowledge and a passion for entertaining. See website for more info.",31-59,,,,,,,,,
MorrisonRacha,"Advanced practitioner @PICU_BCH and @KIDSNTS Passionate to live life, enable others to live life, wellbeing, experiential communication training, fun",31-59,,,,,,,,,
abparchitects,"Practice manager - abp Chartered #Architects & #party wall experts, working on projects in #London #Surrey #Kent. #Mum to 2 wonderful sons, Marcus & Stephan.",,,,,,,,,,
GutInstincts,Sick of national decline & self-delusion! State Grammar school & Redbrick. Lazy bastard. Pro-Israel. Devout cynic from experience. Occasionally fairly sober.,,,,,,,,,,
MyBizXpert,"Business expert, tax advice, Chartered Management Accountant",,,,,,,,,,
thecowgumkid,stephen may is an experienced graphic designer and Illustrator who works in many styles and media.,,,,,,,,,,
jacquiwilkin,"Westminster City Councillor, transport expert, dog lover and organist.",,,,,,,,,,
LindaJCTaylor,"Former Conservative Cllr Wimbledon Park, Exec member Wimbledon Conservative Association Freeman of the City of London Careers Guidance professional mum&granny!",,,,,,,,,,
Dav3Lane,"London boy proud of his background but always prepared to travel & learn: try new places, new thoughts & new experiences. Never let it be said I played it safe",,,,,,,,,,
incedigital,"Cyber security expert, father of twin dragons, blood red Liverpool fan.",,,,,,,,,,
GauvinWalch,Retired Sports Nutrition personal trainer artist professional photographer NRA celebrated 70th birthday zip lining NH White Mountain's whats next sky diving?,,,,,,,,,,
AustinHorses,"Horseman, ACD owner, professional Driver and World Traveller",,,,,,,,,,
lodgersite,Keen professional landlord & advisor to landlords. Tweets on property & housing. Founder & author of https://t.co/ckYO4nokYk. Long term vegetarian. G London.,,,,,,,,,,
FionaRi03257011,Religion is belief in someone else’s experience.Spirituality is having your own experience.”  – Deepak Chopra. Brexiteer. Man Utd Supporter. NO DM's Please.,,,,,,,,,,
WeAlwaysCareLtd,We (always) Care born from being in the same position as many families who require domiciliary care. We pride ourselves in professional care services.,,,,,,,,,,
NWOK,"I am an experienced businessman &British patriot, championing free speech, capitalism and centre right politics.Specialist in Property, Finance and Governance.",,,,,,,,,,
bonhectare,"Tourism development expert, emerging markets. Chairman, Tourism Consultants Network. History, cricket, hockey, France, early music, etc",31-59,,,,,,,,,
KingRiach,Good judgement comes from experience. Experience comes from Bad Judgement. Chair of Imperial College London Conservative Association,,,,,,,,,,
padlersparadise,Love cheese champagne curry local pub Portugal family rock and roll.Serendipity dreams coming true.Henley Telemarketing profession serial volunteer addiction,,,,,,,,,,
Bluelion2007,Have lost all confidence in London Taxi Trade Groups. to guarantee professional legal cover. I have joined GMB. along with few mates. Unite the union corrupted,,,,,,,,,,
IanGould5,A proud care experienced retired probation manager passionate about children in care & probations family/partnerships #cep,,,,,,,,,,
MandPCrawley,Independent property experts for #Crawley & its surroundings. Successfully selling all types of property and #land. We give whole of market mortgage advice too,,,,,,,,,,
Black_Author,Harvey served with British Army Intelligence. His experience ranged from covert surveillance in Northern Ireland to Communist East Berlin during the cold war.,,,,,,,,,,
briteheart,Jill of All Trades/Christian/Entrepreneur/Activist/Mother & Grandmother/Baker & Cook/Crafter & Grafter in many fields. Currently working as a professional Carer,,,,,,,,,,
YardleyShooting,"I'm a writer, broadcaster, military historian & experimental psychologist.  I campaign for Liberty, better political representation, and against PC censorship..",31-59,,,,,,,,,
stevehemsley,"Journalist, media trainer, presenter, actor and director of presentation skills experts Hendrix Training. https://t.co/WLOnAzBCri",31-59,,,,,,,,,
DucPk2k,Highly determined to be a professional trader!,,,,,,,,,,
LordDzakpasu,"BSc Biomedical Sc,MSc Pharmaceutical Biotechnology experience working as  Science tutor and a Biomedical Scientist in Cellular Pathology.Studying BSc Mathematic",,,,,,,,,,
ViticultL,Whisky Cask and Fine Wine ownership experts in London. 0203 595 3910,,,,,,,,,,
ChrisFitER,"Co-founder of FitER, working alongside my wife, we offer an extensive range of indoor & outdoor fitness experiences with sensible nutrition advice & support.",,,,,,,,,,
Rachel_Haith,"I love food, travelling, learning and experiencing different cultures.
I can be outspoken and I love a good debate. 😉
excuse the current baby brain",,,,,,,,,,
ihavenoidea1230,"Finance Manager at the Police,Karate expert, Football, Cricket, Lover of Rock music Type 1 Diabetic.",31-59,,,,,,,,,
HW_Chamber,"Supporting local businesses to grow and succeed. Our Members make business connections & access our network's professional expertise, knowledge and experience.",,,,,,,,,,
Theatrebarn1,"Newly reopened the Theatrebarn offers a unique theatre and fine dining experience on the edge of the Cotswolds. 
Registered charity number: 510625",,,,,,,,,,
UKVAServices,"Professional, experienced Virtual Assistant - offering bespoke business support and management services when you need it to help your business thrive and grow.",31-59,,,,,,,,,
smurtastola,Comms professional / Director @VitruvianComms / @PutneyCons / @WestHillTories / @ItalianTories / @UniofBath / ‘ignorants detest nothing more than being ignored’,31-59,,,,,,,,,
mike_seville,"Husband, dad and grandad. European. Concerned politically aware environmentalist. Some forestry experience. Wannabe where the land meets the sea.",,,,,,,,,,
sands_stockport,We are run by trained volunteers who have all experienced the loss of a child. For info or support between meetings please email support.stockport@sands.org.uk,,,,,,,,,,
HenryNewman,"Senior Brexit Adviser @cabinetofficeuk || was Director @OpenEurope || ""My new role model"" - Toby Young; ""Brexit expert"" - Evan Davis || see also @Henry4FrogFitz",,,,,,,,,,
marcdavisceo,"Passionate about people and knowledge. Committed to transforming learning with in professional development. All views expressed are mine, and mine alone.",31-59,,,,,,,,,
Pam_Gosal,"Proud British-Scottish Sikh, experienced Scottish & English life, respect to the Union🇬🇧🏴󠁧󠁢󠁳󠁣󠁴󠁿. Entrepreneur\Volunteer\Mentor\Politics\PPC for ED GE19",31-59,,,,,,,,,
westsidemalabo,"Exploring the world... sharing life experiences including,but not limited to: drinking, farting, bowel movements and occasionally football and politics.",,,,,,,,,,
SIBLtd,"#Investigative #Paralegals & #ProcessServers. Providing a professional service since 1963.
http://t.co/lZCpXQHlUT",,,,,,,,,,
carl01000,"Someone that understands Terry Pratchett's comment that ""Wisdom comes from experience, but that experience is often the result of a lack of wisdom""",31-59,,,,,,,,,
cenricce,"Lawyer, Asbestos CPG Sec National Assembly @R2KAsbestos @theJUAC tweets, Workplace injury expert, Ownviews, Cymro Cymraeg NewLaw, RCN Law,BMA Law",,,,,,,,,,
Disraelisays,"springer spaniel, hole digging expert and leaflet delivery for Exeter Conservatives",,,,,,,,,,
pactproperty,Delivering professional and trusted advice in Property & Assets with Collaborative Thinking.    patrick.downes@pactproperty.co.uk chris.price@pactproperty.co.uk,,,,,,,,,,
Nick_Diprose,"Championing interim executives, the UK’s expert game-changers. Personal views. #leadership #changemanagement #interimexecutives #interimmanagement",31-59,,,,,,,,,
