,screen_name,name,description,female
119609,peterpalmer52,Peter Palmer,Rtd businessman. Travelled extensively. Best bits? Meeting interesting people. T2D (in remission). LCHF/Keto diet fan...it works for me. 😎,
119647,EmmaJStockdale,Emma Stockdale,,
119732,LoanThieves,LoanChargeThieves,Just trying to make a living for my family,
119734,postermankev,kevin hughes,Leeds fan T2 diabetic on LCHF life plan also Tears for fears fan.Still living in the 80s those were the years,
119739,kat_n_eugene,Kat,,
119799,oakhouses,S Harlow Periodoak,,
119804,S__KETC,Stephen,Tech,
119910,DavidVick5,David Vick,"Internationalist Brexiteer, into travel, geopolitics, jazz, football (Chesham United, Beaconsfield Town and Everton), Chilterns (anti-HS2), offal, pedantry.",
119943,pansypotkay,kayalison,,
120060,WillLavender89,Will Lavender,Former @UKParliament & @EuroParl_en. Now @EuFoA - Interested in all things Armenia. Trying to switch off from UK Politics.,
120129,VickyPowell8,Vicky Powell,"Literature, art, Christianity, dogs, walks, wildlife and Wandsworth Foodbank. Worked at the RA in the dim and distant past. Born in Norfolk. 🐕🌿🦢📚",
120148,ashtostardust,molly,"hatred never lasts. fascism always falls. 🪐🦌// 18, she/her",
120152,staratsparsholt,The Star Sparsholt,"Country pub with rooms. Good Pub Guide County Dining Pub of the year 2017,Good Food Guide's top 50 pubs, AA 2 rosettes, Michelin recommended",
120168,BeaumontBee,Bee Positive #YellowRose,"#RIPSimon who died peacefully, painlessly with dignity, holding my hand 20 February 2016. Forever part of me. 🇪🇺🇬🇧🇳🇿",
120176,CliveSC,Dr Clive Colledge,TEDx Bristol speaker. We were born to connect. We were born to create. Determined to end generational stereotyping. Academic and art director.,
120179,Wallrainbow,Lynda Atkins,,
120192,raj_psyc,Rajesh Mohan🌈,"Psychiatrist,  @MaudsleyNHS & Chair, #Rehabilitation & Social Psychiatry Faculty @rcpsych #RehabPsych #SMI #BioPsychoSocial #Coproduction #MindBody #Equality",
120280,grumpysteve47,GrumpySteve,Tech geek. Obsessed with politics. Shouts at BBC TV / radio and Sky news a lot. No deal - WTO.,
120338,mamoonraman678,Mahmudur Rahman,"I am a peace lover. Love peaceful coexistence.
SMOKING IS INJURIOUS TO HEALTH. DON'T SMOKE.",
120364,dr2red,dr2red 🇨🇦#StargateSuperdrive,"I am not Liberal, Conservative or NDP.. If you want to nicely discuss great. I will not tolerate swearing or name calling. I will block anyone who is offensive.",
120471,StephenJamesGBR,Stephen James,@Conservatives Candidate. DCPC @FHConservatives. Teacher. Specialist Leader of Education. Founder @CFoEducation. Veteran. Ex-@Int_Corps. Flw/RT≠Agree,
120534,Lozzipoos,Laurie Glover,"Marketing Consultant, MTG Player, Coffee Drinker.",
120595,jason_kint,Jason Kint,"CEO of Digital Content Next @DCNorg - Advancing the Future of Trusted Content. Media strategy, occasional Buckeyes, Yanks, dad, #EV banter. CBS alum.",
120602,GabyDore,Dude Gotta Go,This will go down on your permanent record.,
120629,Sandra_Walmsley,Sandra Walmsley,"BSc undergrad Crim & Soc @UoS_SocCrim | @UKLabour Councillor, Moorside Ward @BuryCouncil | @CWUnews Trade Unionist | Governor @CheshamPrimary",
120665,MaryRic44976686,Mary Richard,"Life time Londoner and proud European of Irish descent. 
Green Party member who will vote Labour to kick out the Tories",
120671,clearpolitic5,Reform Political Advertising,Politically neutral campaign calling for the urgent modernisation of political ad regulation. UK campaign supported by @thegreenparty @WEP_UK amongst others...,
120681,MichaelWalk6,Rat Tomago,,
120759,SarahMcAuliffe6,Sarah McAuliffe,"Charity worker, runner, eater of good food, loving #nature and self confessed #crisplover. My views are my own",
120853,JackFWHoughton,Jack Francis Windale-Houghton,"19 // Student studying Law, Politics & Philosophy, Religion & Ethics // Interests in 🇷🇺, IR, WTO & the UN // Events & Fundraising Officer @SouthDurhamYC",
120992,dinky65,Dinky (Carol) 🤘,"Positive, honest. Musics my passion. Eclectic tastes in life. Learning BSL. Life is too short not to laugh,smile & just be happy! xx #mydadistherealdavidcameron",
121049,skydivekyle,Kyle Thomas,"Former RAF Pilot, skydiver and all round adventurer, attempting to turn his hand to pastures new.",
121245,teme_valley,XRP Teme Valley Investor,"Property Developer and digital asset investor, based in Worcestershire, England.",
121267,alexiomeister,Alex,"A pretty insignificant assortment of atoms in the grand scheme of things.

Voted Remain but backing Brexit - Democracy and all that.",
121872,Tony__Cox,Tony Cox,"Conservative Councillor for Hoylake & Meols Ward. Engineering, Politics. Libertarian",
121936,prodigalparafan,The Prodigal Para,Authour of The Prodigal Para. An Afghan War Diary. Supporter of BLESMA and all veterans. Ex Para and Firefighter. Dog lover.,
121944,LiamCFallon,Liam Fallon,"Politically all over the place, Timothy Dalton & Kate Bush Stan

Follow Back Pro Eurovision",
121966,Beduffshirl,Mark Lovick,Sky blue nut. Aging cricketer and Decani Tenor in Coventry Cathedral Choir. carnivore #PUSB #oneneilbaldwin #dangerouslovickbrothers,
122139,dawnsimmone,Dawn Miller,ex forensic nurse 28 years sevice. professional Tarot Reader of 30 years.,
122147,annlyon55,Ann,,
122272,folabson,Abodunrin Folorunso,,
122309,jcfarrell90,John Farrell,,
122504,MarketingTales,Kevin Lavery,Marketing & Advertising Specialist for  the 50+ Cohort. Author and Speaker. Former Vice-Chair Mature Marketing Association (MMA). Democrat and Brexiter,
122564,Greg_Tanner,Greg Tanner,International Man of Mystery.............. and possibly the last bastion of common sense.,
122566,justifiablyjack,Just Jackie,I believe in a prosperous capitalist system which creates enough wealth to help those who genuinely need it. Hand up and handout! Common sense and balance 😘,
122601,LindaParish7,Linda Parish,"Voted Leave #brexiteer
#getridofJohnBercow
🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧

RTs not an endorsement.",
122651,BadgerFool,BadgerFool,"Trying to take a break from politics.

Learning to code.",
122716,frankydean,Bill,"I design and make gold and silver jewellery,  gemstone buyer.",
122803,SeaKing77777777,Sea King,We should be on by now,
123075,HoudiCov,Geoff Greenall,"Brexit ,Maria Fe Sophie,Oakland Raiders,Vancouver Canucks,Sky Blues,CovBlaze,CovRugby & Warwickshire CCC. love them all.",
123199,chlc001,Cradley Heath Sports & Social Club,60 Upper High Street Cradley Heath B64 5HU 07989 472560,
123255,RichPhilpotts,Rich Philpotts,,
123354,iPineapple4Hack,Kieran C,"iOS hacking,3DS modding and everything tech. Follow me for my random updates and jailbreak related talk.",
123393,MarcusStead,Marcus Stead,"I'm a journalist and property developer with plenty to say! Views mine, NOT those of any of my employers.",
123687,ChepstowChoral,Chepstow Choral Soc,Chepstow Choral Society has been performing live music in the town regularly since 1979. New members always welcome. https://t.co/ZF1e4377r6,
123826,GoddingPaul,Paul john godding,"Proud Dad great wife ,daughter and son run own business 23 yrs, enjoy TKD @familymartialartsmaidstone",
123829,wellynelly6,Sal,,
124020,Geoffrey_Cox,Geoffrey Cox QC MP,Conservative MP for Torridge and West Devon. For reply email tellgeoffrey@geoffreycox.co.uk,
124132,gewagon,Steve Burges,"I retweet a lot. Mainly things I find interesting, not necessarily stuff with which I agree.",
124149,PeterLoan,peteloan,"Early Bird gets the worm,second mouse gets the cheese 🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧Cumbria",
124264,thedailysarah,Sarah Linney,Not like the others.,
124365,LouiseCroft3,Louise Croft,Don't get me started....... thankfully wine and dogs keep me sane.,
124473,CroydonYCs,Croydon Young Conservatives,#Croydon Young Conservatives is the youth wing of @CroydonTories. We want more young people to get involved in making our town a great place to live!,
124542,FarrellTony,Tony Farrell,28 years in the Royal Navy then Facilities Management role for 12 years in South London. Now retired but  active in the community as a member of Purley Rotary,
124557,Richard54923793,Rich,"born N,ireland currently living in Australia 2 kids liverpool fc. Linfield.fc Rangers fc WATP🇬🇧🇬🇧🇬🇧",
124623,K_O_Frimpong,Kofi O. Frimpong,[MYP for Croydon 16/17] [Deputy Chairman @croydonycs ] [2nd year @ClassicsRHUL 👓🎓] 🇬🇭🇬🇧,
124643,ChrisLeFleming,An Englishman Abroad 🇬🇧 🇵🇾 🇵🇦 🇵🇪 🇵🇱,"Grandfather & Old Colcestrian. Former Yorkshire Coal Miner now Gold Mining - possibly in Paraguay 🇵🇾 Panama 🇵🇦 Peru 🇵🇪 Poland 🇵🇱, or perhaps elsewhere!",
124693,1971jase,Jason Crawford,leeds united fan,
124713,OllieReed44,Ollie Rood ➡️,One of the 17.4m - Loyal Brexiteer #Democracy #CleanbreakBrexit 🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿,
124722,lalafenti,fentini,I would rather eat pasta🍝 than be a size zero💋.,
124800,ElohimBT,Elohim Tshiama,Community Leader | New Gen Pastor @spacnation | Rehabilitating A Generation | Advocate For The Future Leaders Of Tomorrow,
124864,davidchrisson,David Chrisson,SME - UK | Europe | Global,
124880,BasJavidMPS,Commander Bas Javid,"Commander for Frontline Policing - Operations. Do not report crime here, call 101 or 999 in an emergency.",
124884,WYPF_Chairman,Brian Booth,Chairman. West Yorkshire Police Federation. Passionate and Proud about Policing.,
124915,daisyxbutt,D,"UCL 
Project management for construction 👷🏼‍♀️
Psalm 46:5",
124929,JWlaxbro,Jordan Wood,Trent Graduate. Recruitment. Chocolate Connoisseur.,
124965,penninepowerhse,Northernsoul,I’m one of the lucky ones. Manchesterist,
124968,suewillson,Sue Willson,,
125223,mlashirley,Michael Shirley,"Remoaner, remainiac, snowflake, sometimes all three at once... BTW Epstein did not kill himself",
125241,KieraDarlow,kiera,,
125255,LucRudgley,ethan luc rudgley,Professional Plumber,
125257,oscarbar_ber,Oscar,annoying people since 01,
125395,hawes721,A TRUE VISIONARY!,"TRUMP, A TRUE VISIONARY/100% American/salute the FLAG/Love our VETS/NRA/MAGA    GRANDMOTHER OF 6!",
125454,disgruntlednbr,angryneighbour,,
125484,BenoyGlobal,Benoy,Benoy is a global family of design specialists committed to delivering world-class solutions for the built environment.,
125720,DTee_Gh,D Tee,D Tee (Dani Tabi) || Singer / Songwriter / Clinician || Man United fan || IG: DTee_Gh,
125724,thuckulent,Thumting Wong,"Utter bastard. Hates momentum.
#FollowBack  #BritishIndependence",
125880,Nelly70Marin,Nelly,,
125919,JDHoare,James Hoare,"Bringin' sexy ORBAT. Writer and editor of Balkan and British military history, witchcraft and weirdness. Check out my portfolio 👇 and work with me 👌",
125961,charlie19801116,Hollie Clark,"Freedom, Human Rights, Climate Change, Hong Kong, E.U., China, Brexit，Give me liberty, or give me death #Red Peril#红祸#",
126009,charleycharleyH,charley farley,"gran, cat and dog lover, walker Remain, of course.",
126029,Brenda22885988,Brenda,"Mother, wife, veteran, attorney, patriotic",
126070,mandylui828,BNO,"right the wrong, please action!",
126072,wongchichung,wong chi chung,,
126118,PeterCoNET,Peter✊️🇭🇰🌸🍁🗽😷,"A nobody, live in north American. Enjoy my life every moment.

無足掛齒小人物，在北美享受每時每刻的生活樂趣。

私は取るに足らない草莽の民です。北美で一瞬一瞬を人生を楽しんでいます。",
126145,hunterathelen1,FreeSpirit,,
126175,alice20190952,♠️❤️♣️♦️Alice 😷😷😷😷,Just want my Winnie the Pooh 🐻 back,
126250,tammuz23,Tammuz23,,
126256,donaldfdouglas,Donald F Douglas,"Husband, father, grandfather, does things for charity and in politics, climbs hills, runs, cycles, swims, advises on derivatives, watches films...",
126383,HouseHfuhruhurr,House of Hfuhruhurr,"God Bless This House: The Genius of Three Amigos: Steve, Carl and George. With Inspiration from The Banjo Pope-A Chimp, A Banjo and a Religion.",
126416,FilmInterpreter,Alistair Way,"Occasionally have opinions on film, TV, games, and other stuff
Also NTFC supporter.",
126441,CooperBurnettTW,CooperBurnett,#TunbridgeWells #Kent based law firm offering exceptional legal advice #corporate clients and #privateclient,
126477,mattbxl,Matt,Brit in Brussels.,
126522,CohesionSheff,Cohesion Sheffield,"Our Vision is to make our city a place where everyone feels welcome and valued, in a community where everyone is treated with dignity & respect.",
126543,TerriBennet,Terri Bennet,"Anti war, anti murder, anti corruption, anti lies.",
126563,VeganNobody,Vegan Nobody ♿,Vegan - Disabled - Chronically Ill - EDS - Agnostic - Skeptic - Perpetually Exhausted 🇨🇦🇬🇭🏳️‍🌈 😷 #SaveUyghur,
126565,chanfong985,Lolita😷,Fight for freedom. Hong Kong small potatoes.🇭🇰 香港人加油，stand with HK,
126567,cecicha56190995,Cecilia Chan,"I love Hong Kong! It's my home. Faith,  Hope and Love never die.",
126579,donutbbbb,Donut,,
126714,hanayuk51598707,hanayuki,花ような気持ちになり。,
126771,boomerang_bert,Vin Baldwin,#FPL addict though incapable of producing stats guides etc. NLP is my guiding light n sanity.,
126777,3179Arshavin,Paul McBride,"Parent, Gooner, Looking forward to another US  Holiday..........",
126780,Johnny_HKWatch,Johnny Patterson,"Director @hk_watch. @LSEHumanrights alum. ✞.

Views my own.",
126796,hkpolicemurder1,hkpolicemurderhkger🇭🇰,🇭🇰 02 |Stand with HK|Five Demands Not One Less|FREE HK REVOLUTION NOW #standwithhk#freedom#policebrutality#polyu,
126864,LML_jump,jumping lobster,"jump jump jump
A lobster bred in Victoria Harbour Hong Kong.
FIGHT FOR FREEDOM!",
126868,Regular83876664,Ordinary Person,Some countries are just one big criminal organisation.,
126955,SauJoke,Sau Joke,,
127001,dora1234view,dora1234view,,
127004,B_hongkonger,B - I am hongkonger,"#StandWithHongKong 🇭🇰
#fightforfreedom
#手足互科",
127005,kaitlyn25471370,kaitlyn😷,"HKer Gwong fuk heung gong, si doi gak ming #科勞手足 #手足互科 #互科手足",
127011,kauhk2,love faith hope 😷,🎗Hongkonger🎗                                 #互科手足 #光復香港時代革命,
127016,Cheukki11,Cheukki,"Stand by HK
Fight for freedom
時代香港🇭🇰，時代革命🔶",
127018,kayiiii10,urspiggy,,
127021,Freedom52572016,Freedom,love comics,
127069,oLHqfMlNWDmjbWC,🇭🇰為港死 為港亡🇭🇰,Hong Kong people 香港人🇭🇰 文宣一位 永無休止 永不放棄 永遠不會忘記 ‼️邀請其他黃絲朋友一齊做Twitter‼️ 一齊繼續喺國際戰缐奮鬥🙌🏻🙌🏻🙌🏻,
127084,Ome41469810,Ome,;),
127110,yuenwahlam,yuenwahlam,,
127196,hkerky,hk.er 🇭🇰,Stand W/ Hong Kong #手足互科 #科勞手足 Just a human with courage. How about you?,
127268,ALightningKite,Daniel King,,
127374,batspider55,Jessie Handley,#TrumpResign 🌊🌊🎣🎳🌈♓️☮️♂️🏳️‍🌈🇺🇸,
127410,GUHURA,Guanduania Human Rights Association,For a life with dignity.  Retweet does not mean endorsement!,
127418,matt4etc,Matt’s burner account 🇺🇸,Former naval person,
127499,parader4,Denisee,,
127512,HenriettaGrain,Henrietta Grain,,
127519,jolinenblue,jo,"Just on here for a little fun. Love animals, fashion, art, and beautiful pictures. DMs for friends only.",
127520,sweeettweetie,☀️Mary G.☀️,Proud member of #TeamPelosi❤️*Registered Democrat*❤️ Tweeting about Trump keeps me sane🤣 #Resist #UniteBlue #ForThePeople,
